part_id,num_operations,tool_changes,total_toolpath_time_min,total_cutting_time_min
featured_part_08225,7,2,31.6223,31.5863
featured_part_08226,6,2,28.4037,28.3795
featured_part_08227,6,1,71.6482,71.635
featured_part_08228,12,6,97.0778,96.4752
featured_part_08229,7,6,48.0195,47.944
featured_part_08230,3,2,190.9707,190.8515
featured_part_08231,4,3,25.3674,25.3405
featured_part_08232,3,1,52.2909,52.2368
featured_part_08233,3,2,110.6487,110.5813
featured_part_08234,6,5,5.9528,5.9444
featured_part_08235,14,3,71.239,70.1801
featured_part_08236,8,4,27.5654,27.5437
featured_part_08237,7,6,71.4071,71.2262
featured_part_08238,7,4,36.9635,36.9215
featured_part_08239,9,4,119.8564,116.9542
featured_part_08240,7,5,74.6596,72.5474
featured_part_08241,3,2,44.8268,43.1207
featured_part_08243,9,7,49.9538,48.9139
featured_part_08244,8,7,78.6552,78.4763
featured_part_08245,19,15,38.0279,37.9971
featured_part_08246,6,3,103.4524,103.3394
featured_part_08247,11,7,154.1158,149.0775
featured_part_08248,10,6,68.7309,67.9788
featured_part_08249,9,6,169.3331,169.0603
featured_part_08250,7,2,108.5612,108.0299
featured_part_08251,10,4,143.5448,142.1367
featured_part_08252,14,9,26.0535,25.4545
featured_part_08254,6,3,11.8139,11.8014
featured_part_08255,3,0,47.2396,47.2324
featured_part_08256,10,7,49.5472,48.4026
featured_part_08258,6,4,88.2315,88.1438
featured_part_08259,6,4,128.8414,125.8008
featured_part_08261,3,2,26.366,26.3619
featured_part_08262,21,16,182.9116,180.6056
featured_part_08263,20,15,94.6232,94.4231
featured_part_08264,6,4,77.7026,77.0659
featured_part_08265,6,1,62.198,62.1002
featured_part_08266,2,1,10.7168,10.7144
featured_part_08267,8,5,67.3172,67.2224
featured_part_08268,4,1,45.8493,45.7884
featured_part_08269,6,2,14.561,14.5293
featured_part_08270,9,2,60.2021,60.0577
featured_part_08271,12,9,26.3755,26.3461
featured_part_08272,13,8,74.9559,74.8618
featured_part_08273,6,5,27.8337,27.788
featured_part_08274,4,1,29.8642,29.8476
featured_part_08275,10,8,65.0297,64.8822
featured_part_08276,10,6,2.122,2.1068
featured_part_08277,12,3,66.1167,65.9528
featured_part_08278,5,4,9.8151,9.7706
featured_part_08279,13,10,22.2285,22.1779
featured_part_08280,17,12,58.697,58.5251
featured_part_08281,9,7,37.8692,37.8105
featured_part_08282,8,5,46.878,46.7632
featured_part_08283,13,12,23.1398,23.0585
featured_part_08284,11,9,108.2872,108.1173
featured_part_08285,9,7,12.2303,12.2018
featured_part_08287,3,2,13.9809,13.9699
featured_part_08288,3,1,56.7158,55.4567
featured_part_08289,7,4,56.701,55.3526
featured_part_08290,11,8,52.9526,52.8473
featured_part_08291,2,1,30.4316,30.3852
featured_part_08292,7,1,115.2097,115.1941
featured_part_08293,9,6,34.0212,32.9553
featured_part_08294,9,7,21.1924,20.9934
featured_part_08295,4,1,16.054,16.0479
featured_part_08296,11,7,37.2061,37.1585
featured_part_08297,7,5,44.0946,44.0486
featured_part_08298,8,5,28.6436,28.6314
featured_part_08299,13,3,86.5408,86.249
featured_part_08301,13,8,157.3072,155.5936
featured_part_08302,9,6,14.1994,14.1792
featured_part_08303,3,0,48.0848,48.0787
featured_part_08304,9,7,32.8136,32.4459
featured_part_08305,8,3,36.809,36.7308
featured_part_08306,24,17,114.4875,112.6904
featured_part_08307,13,10,228.0607,227.8586
featured_part_08308,13,8,33.7508,33.6752
featured_part_08309,14,8,28.7243,28.5152
featured_part_08311,17,12,67.5364,67.4261
featured_part_08312,9,3,246.5708,246.2686
featured_part_08313,5,3,36.1448,36.0843
featured_part_08315,10,8,59.5683,56.7813
featured_part_08316,3,1,71.8145,71.1718
featured_part_08317,21,15,49.9605,49.2433
featured_part_08318,7,5,22.5202,22.4982
featured_part_08319,7,1,46.3924,45.4441
featured_part_08320,11,6,59.2312,58.5568
featured_part_08321,7,6,11.4399,10.8464
featured_part_08322,9,3,137.5613,136.3781
featured_part_08323,7,6,25.9116,25.8616
featured_part_08324,2,1,24.67,24.6634
featured_part_08325,2,0,18.4201,18.4169
featured_part_08326,15,10,47.0891,47.0057
featured_part_08327,16,10,61.3229,61.2301
featured_part_08328,7,2,17.1414,17.112
featured_part_08329,6,4,24.8766,24.8652
featured_part_08331,23,15,87.8519,87.6913
featured_part_08332,3,1,30.4592,29.9846
featured_part_08333,11,8,2.7353,2.7213
featured_part_08334,5,4,5.7145,5.7081
featured_part_08335,4,2,67.0027,66.3464
featured_part_08336,3,2,25.2935,25.2529
featured_part_08337,10,7,39.5378,39.0591
featured_part_08338,5,2,71.6554,69.8015
featured_part_08339,9,4,44.0013,43.9497
featured_part_08340,7,5,107.8814,107.0486
featured_part_08341,9,7,45.996,45.9053
featured_part_08342,1,0,9.6749,9.6746
featured_part_08344,4,3,40.3152,40.2442
featured_part_08345,10,7,59.1196,59.0061
featured_part_08346,9,8,119.161,116.0028
featured_part_08347,9,5,50.7737,48.7076
featured_part_08348,10,6,52.7786,52.698
featured_part_08349,11,7,25.8427,25.8011
featured_part_08350,4,3,129.9429,129.8204
featured_part_08351,14,4,88.4387,88.2787
featured_part_08352,25,21,118.256,117.2757
featured_part_08353,19,14,28.6964,28.6201
featured_part_08354,5,4,22.5247,22.4655
featured_part_08355,16,12,48.2099,48.1841
featured_part_08356,5,3,28.0946,27.438
featured_part_08357,8,7,142.6168,140.1462
featured_part_08358,2,0,21.2984,21.2962
featured_part_08359,10,2,51.0148,50.9879
featured_part_08360,19,12,189.7896,186.6986
featured_part_08362,9,7,54.4178,54.3533
featured_part_08363,1,0,3.3981,3.3878
featured_part_08364,12,8,29.3676,29.3283
featured_part_08365,7,2,67.5477,67.5343
featured_part_08366,11,2,61.923,61.9039
featured_part_08368,13,4,60.6584,60.5991
featured_part_08369,10,6,15.9699,15.9541
featured_part_08370,9,4,39.5184,38.6421
featured_part_08371,5,1,59.4556,58.6637
featured_part_08372,14,10,88.3351,88.1941
featured_part_08373,16,10,47.2269,47.1358
featured_part_08374,8,6,60.6963,60.5998
featured_part_08376,1,0,5.6328,5.6321
featured_part_08377,7,4,34.0596,34.0185
featured_part_08379,12,10,40.5494,40.4928
featured_part_08380,4,3,131.4324,131.2295
featured_part_08381,14,10,55.4232,53.1187
featured_part_08382,9,3,84.1292,83.9361
featured_part_08383,3,1,50.7469,50.6998
featured_part_08384,14,10,43.8379,43.7625
featured_part_08385,14,10,79.6307,79.4489
featured_part_08386,9,3,67.4165,67.3452
featured_part_08387,10,7,53.4287,53.299
featured_part_08388,1,0,14.6497,14.6201
featured_part_08390,6,3,22.8348,22.8064
featured_part_08391,10,7,27.6852,27.5038
featured_part_08393,7,4,186.1456,185.8206
featured_part_08394,9,7,37.9897,36.1068
featured_part_08395,18,9,137.885,136.3421
featured_part_08396,6,5,13.3235,13.2936
featured_part_08398,9,4,127.0916,126.4503
featured_part_08399,12,8,97.5112,97.4121
featured_part_08400,8,6,45.5011,45.4305
featured_part_08401,2,1,63.1199,63.0415
featured_part_08402,11,8,45.3515,44.4683
featured_part_08403,2,0,43.934,43.9276
featured_part_08404,7,5,22.8664,22.1223
featured_part_08405,8,4,16.2307,16.1894
featured_part_08406,4,2,107.5112,107.4169
featured_part_08407,7,5,1.2006,1.1898
featured_part_08409,9,7,33.9734,32.3347
featured_part_08410,9,4,80.5264,80.4207
featured_part_08411,8,2,37.3162,37.2363
featured_part_08413,15,11,79.8351,79.7389
featured_part_08414,5,4,16.6693,16.6538
featured_part_08415,7,3,44.2047,43.8959
featured_part_08416,7,3,52.7528,52.6967
featured_part_08417,7,6,22.2735,22.2299
featured_part_08419,20,9,152.9139,152.6448
featured_part_08420,3,1,139.3019,139.2117
featured_part_08421,12,8,87.605,84.4277
featured_part_08422,7,3,38.1953,38.0486
featured_part_08424,20,12,209.9708,209.6767
featured_part_08425,8,4,24.7004,24.6499
featured_part_08426,6,4,32.0619,31.9947
featured_part_08427,7,2,112.2602,112.1933
featured_part_08430,8,7,38.5174,38.4571
featured_part_08431,6,5,77.643,77.5602
featured_part_08432,2,0,12.5999,12.5978
featured_part_08433,21,14,105.8375,103.1757
featured_part_08434,10,9,64.7041,64.5791
featured_part_08435,13,9,15.4492,15.3913
featured_part_08436,2,1,25.5843,24.4993
featured_part_08437,8,3,10.6667,10.5029
featured_part_08438,6,5,48.3557,48.2894
featured_part_08439,9,6,40.3562,40.1927
featured_part_08440,14,6,78.2351,78.1246
featured_part_08441,5,2,86.2191,86.1827
featured_part_08442,1,0,20.5655,20.5648
featured_part_08443,17,10,234.4428,234.1299
featured_part_08444,7,3,70.7606,70.6716
featured_part_08445,3,0,32.3193,31.1159
featured_part_08446,2,1,14.5908,14.5862
featured_part_08447,8,4,134.3795,134.0969
featured_part_08448,11,8,46.5709,46.4562
featured_part_08449,11,3,54.0052,53.9351
featured_part_08450,7,6,111.1767,111.048
featured_part_08451,4,1,11.8256,11.8204
featured_part_08452,6,5,73.7368,72.365
featured_part_08453,11,8,25.5703,25.0999
featured_part_08454,3,1,18.6791,18.1482
featured_part_08455,12,6,58.8144,58.6215
featured_part_08456,7,5,68.0069,65.561
featured_part_08457,13,8,110.0106,109.8753
featured_part_08458,10,2,99.8876,99.7573
featured_part_08459,3,1,136.8938,131.5843
featured_part_08460,10,3,380.5608,377.5674
featured_part_08461,7,4,26.3651,26.3142
featured_part_08462,12,10,13.4921,13.4517
featured_part_08463,19,8,57.6203,57.5271
featured_part_08464,12,2,21.9404,21.8579
featured_part_08465,13,7,43.5403,43.2366
featured_part_08466,12,8,84.7987,84.6284
featured_part_08467,5,2,141.5498,140.5272
featured_part_08468,16,11,223.6348,216.3285
featured_part_08469,9,5,298.9585,298.7524
featured_part_08470,6,2,177.757,177.0853
featured_part_08471,15,9,53.5573,53.4402
featured_part_08472,13,9,11.5031,11.4837
featured_part_08473,5,3,80.414,76.9887
featured_part_08474,12,9,25.6954,25.6362
featured_part_08476,5,3,38.1999,38.1195
featured_part_08477,6,5,21.1609,21.1517
featured_part_08478,13,8,44.12,44.0869
featured_part_08479,5,1,33.4547,33.4422
featured_part_08480,8,4,151.3018,149.4921
featured_part_08481,2,1,10.9478,10.9458
featured_part_08482,3,0,1.5769,1.5721
featured_part_08483,7,4,31.5667,31.5378
featured_part_08484,8,5,16.8713,16.8268
featured_part_08485,10,8,54.2811,53.7751
featured_part_08486,14,8,51.2251,51.1411
featured_part_08488,4,2,16.7145,16.6878
featured_part_08489,5,2,23.5862,23.0264
featured_part_08490,12,8,93.7151,93.4983
featured_part_08491,2,1,57.9963,57.9409
featured_part_08492,9,2,161.2465,157.6567
featured_part_08493,9,6,57.1894,54.9113
featured_part_08494,15,12,37.863,37.7719
featured_part_08495,3,1,17.4945,17.4924
featured_part_08496,8,6,7.2609,7.1937
featured_part_08497,7,6,7.5526,7.5315
featured_part_08498,8,1,25.7093,25.6972
featured_part_08499,14,10,96.7208,96.6096
featured_part_08500,9,2,10.7469,10.7336
featured_part_08501,9,5,86.8123,84.1273
featured_part_08502,16,10,39.0964,38.352
featured_part_08503,3,1,71.2838,69.4526
featured_part_08504,10,4,79.1489,79.0378
featured_part_08505,3,2,1.5193,1.503
featured_part_08506,9,6,50.9591,50.0027
featured_part_08507,15,3,73.9335,72.5115
featured_part_08508,11,8,28.9387,28.7007
featured_part_08510,6,3,278.031,269.5392
featured_part_08511,10,6,38.063,37.4196
featured_part_08512,10,3,49.4406,48.5606
featured_part_08513,11,9,62.3806,61.7994
featured_part_08514,8,4,276.6286,276.4587
featured_part_08515,6,2,37.7816,35.8026
featured_part_08516,12,8,149.7185,147.6114
featured_part_08517,17,9,76.349,76.2003
featured_part_08518,8,3,265.2935,264.1002
featured_part_08519,8,6,99.4821,99.1912
featured_part_08520,13,8,160.2157,158.2036
featured_part_08521,13,5,70.4254,70.3542
featured_part_08523,15,3,32.5702,31.8288
featured_part_08524,12,10,52.1265,51.509
featured_part_08525,5,4,57.0096,56.3242
featured_part_08526,9,7,13.5279,13.4991
featured_part_08527,7,3,27.7318,27.4957
featured_part_08528,6,5,14.9918,14.8817
featured_part_08530,2,1,39.7232,39.6801
featured_part_08531,17,11,31.6972,31.2715
featured_part_08532,13,11,18.3066,18.0533
featured_part_08534,10,9,25.3483,25.2993
featured_part_08535,28,22,41.1504,41.0631
featured_part_08536,6,3,20.2382,19.667
featured_part_08537,11,5,89.4359,87.2986
featured_part_08538,8,6,42.91,41.1291
featured_part_08542,12,7,81.7337,80.1016
featured_part_08543,8,5,28.3456,28.1698
featured_part_08545,4,1,33.8564,33.8039
featured_part_08546,4,3,17.3791,17.3566
featured_part_08547,6,5,9.3922,9.3708
featured_part_08548,12,7,41.3209,41.2515
featured_part_08549,3,1,24.2178,24.2019
featured_part_08550,8,4,38.3587,38.2788
featured_part_08551,8,6,21.948,21.8793
featured_part_08552,4,1,32.9663,32.9529
featured_part_08553,11,6,68.1757,67.2708
featured_part_08554,6,3,45.0756,44.9703
featured_part_08555,9,8,176.4728,176.3033
featured_part_08556,11,4,130.0594,129.8311
featured_part_08557,8,4,54.2332,53.0514
featured_part_08558,13,8,94.4722,94.2562
featured_part_08560,8,3,53.9776,53.8951
featured_part_08561,6,3,47.8013,47.7126
featured_part_08562,3,1,102.253,100.0622
featured_part_08563,15,10,152.0271,150.8205
featured_part_08564,1,0,4.8649,4.8505
featured_part_08565,8,4,49.5126,48.7596
featured_part_08566,16,10,33.594,33.5326
featured_part_08567,10,6,30.5578,30.5273
featured_part_08568,3,1,14.0445,14.024
featured_part_08569,2,1,33.1517,33.1212
featured_part_08570,6,5,81.7758,77.7508
featured_part_08571,7,2,90.7988,90.7101
featured_part_08572,4,2,49.3857,49.3756
featured_part_08573,11,5,91.2936,90.3742
featured_part_08575,11,7,74.4714,74.3581
featured_part_08576,17,13,24.5555,23.9277
featured_part_08577,5,1,56.3917,55.6444
featured_part_08578,11,3,64.4967,64.4281
featured_part_08579,16,4,33.4681,33.3786
featured_part_08580,15,10,34.5699,34.4552
featured_part_08581,18,13,64.3276,64.2753
featured_part_08582,12,8,70.1012,69.9686
featured_part_08583,9,2,101.491,100.4383
featured_part_08584,20,15,44.2915,44.1931
featured_part_08585,4,3,11.018,11.0065
featured_part_08586,8,6,20.2732,20.2062
featured_part_08587,2,1,52.755,52.1337
featured_part_08588,1,0,7.8228,7.8212
featured_part_08589,17,13,177.8476,177.499
featured_part_08590,2,1,1.1911,1.1879
featured_part_08591,4,1,52.6322,52.6158
featured_part_08592,6,2,61.838,60.7061
featured_part_08593,8,6,23.9324,23.8401
featured_part_08594,18,13,65.1723,65.0327
featured_part_08595,18,13,58.2403,57.9985
featured_part_08596,5,4,57.6278,57.5486
featured_part_08597,8,3,9.2476,9.2208
featured_part_08598,9,7,94.3559,91.8563
featured_part_08599,21,11,43.24,43.0758
featured_part_08600,18,15,65.8207,65.6829
featured_part_08601,12,9,70.0037,69.9463
featured_part_08602,5,1,37.3381,37.3285
featured_part_08603,4,3,38.0955,36.653
featured_part_08604,9,6,21.7435,21.2495
featured_part_08605,3,1,53.8507,53.7791
featured_part_08606,6,2,60.2899,59.8771
featured_part_08607,7,2,73.9253,73.9086
featured_part_08613,11,3,24.1368,24.0472
featured_part_08614,12,10,45.4919,45.1487
featured_part_08615,10,7,37.6598,37.6425
featured_part_08616,13,7,40.0109,39.9915
featured_part_08618,10,5,132.6022,130.6877
featured_part_08619,6,3,72.5624,71.6375
featured_part_08620,7,2,16.2271,16.2175
featured_part_08621,10,3,30.7148,30.4221
featured_part_08622,11,6,58.9398,58.9216
featured_part_08624,12,7,43.4695,43.3515
featured_part_08626,17,13,31.7201,31.6345
featured_part_08627,6,2,46.7777,46.7193
featured_part_08628,14,8,67.7915,67.7112
featured_part_08629,9,7,13.6012,13.4114
featured_part_08630,6,5,43.8967,43.0898
featured_part_08631,7,4,47.6155,47.1138
featured_part_08632,13,5,51.9774,51.8305
featured_part_08633,16,8,69.5288,69.3612
featured_part_08634,4,2,29.4956,28.1159
featured_part_08635,5,3,65.3569,63.4147
featured_part_08636,9,7,38.4794,38.3497
featured_part_08637,3,2,149.0238,148.8829
featured_part_08639,8,7,165.1679,159.1832
featured_part_08640,5,1,69.8798,69.8431
featured_part_08641,10,7,62.3613,61.8534
featured_part_08642,3,2,30.8936,29.7391
featured_part_08644,4,1,56.6341,56.5834
featured_part_08646,11,2,35.5155,35.0951
featured_part_08647,6,4,45.5426,45.5188
featured_part_08648,6,1,14.5726,14.5641
featured_part_08649,9,6,147.0665,143.8486
featured_part_08650,4,1,50.4525,49.8291
featured_part_08652,8,4,128.3311,128.1657
featured_part_08653,13,11,221.2114,220.9895
featured_part_08654,14,7,66.043,65.9575
featured_part_08655,8,7,160.4659,160.2205
featured_part_08656,6,4,68.7222,68.6434
featured_part_08657,20,14,30.1687,30.1095
featured_part_08658,5,4,36.4524,36.3908
featured_part_08659,15,13,63.0208,60.7754
featured_part_08660,2,0,18.4911,18.4893
featured_part_08661,10,9,36.0757,36.0333
featured_part_08662,13,8,72.8032,72.7481
featured_part_08663,13,3,36.1943,35.4116
featured_part_08664,9,4,56.0447,55.9753
featured_part_08665,9,2,36.9103,36.8967
featured_part_08666,18,13,92.6158,89.6858
featured_part_08667,3,2,72.8586,70.1806
featured_part_08668,19,13,129.9337,125.4861
featured_part_08669,9,7,14.9836,14.9344
featured_part_08670,22,17,69.7592,69.6255
featured_part_08671,14,10,26.097,25.2477
featured_part_08672,7,2,53.0075,52.9559
featured_part_08673,4,3,19.6054,19.5843
featured_part_08674,13,9,76.1928,76.0339
featured_part_08676,9,6,66.6381,65.9001
featured_part_08677,12,8,116.6588,114.0543
featured_part_08678,5,4,31.0029,30.9155
featured_part_08679,5,1,46.6783,46.3482
featured_part_08680,4,3,44.4878,44.4048
featured_part_08681,4,3,5.7333,5.7281
featured_part_08682,7,6,32.2834,32.2536
featured_part_08683,4,1,46.7401,46.6981
featured_part_08685,5,2,74.8051,74.6581
featured_part_08686,3,2,12.1874,12.1826
featured_part_08687,19,12,72.5054,72.4246
featured_part_08688,6,4,36.5978,35.8006
featured_part_08689,5,1,31.6496,31.5334
featured_part_08690,4,2,34.3534,34.2927
featured_part_08691,13,8,42.9886,42.8092
featured_part_08692,22,16,27.3122,27.2556
featured_part_08693,8,6,16.8506,16.8314
featured_part_08694,8,4,60.6754,60.6091
featured_part_08695,3,1,51.7946,50.8945
featured_part_08696,14,8,26.9246,26.8572
featured_part_08697,6,5,17.4676,17.4584
featured_part_08698,14,10,42.5688,42.4602
featured_part_08699,6,4,48.1677,46.4016
featured_part_08700,6,4,20.9884,20.9687
featured_part_08701,8,4,50.4183,50.3295
featured_part_08703,8,5,114.8351,111.084
featured_part_08704,16,11,41.4617,41.4218
featured_part_08705,5,3,25.9999,25.9648
featured_part_08706,6,2,75.1691,73.9402
featured_part_08708,5,4,43.6621,43.588
featured_part_08709,3,2,47.2049,46.4654
featured_part_08710,6,4,97.081,93.5593
featured_part_08711,6,4,11.7645,11.7566
featured_part_08712,10,4,48.5964,48.548
featured_part_08713,12,9,24.865,24.8324
featured_part_08714,12,7,60.5711,60.5212
featured_part_08715,1,0,7.0584,6.7098
featured_part_08717,10,6,24.2529,23.9996
featured_part_08718,18,11,32.297,32.1844
featured_part_08721,6,1,36.5271,36.4432
featured_part_08722,5,4,135.9944,132.8256
featured_part_08724,7,4,61.6468,61.6319
featured_part_08725,13,8,68.2702,68.0825
featured_part_08726,6,2,109.3915,109.3246
featured_part_08728,8,5,24.5728,24.5472
featured_part_08730,14,10,3.4683,3.4393
featured_part_08731,7,4,52.9287,52.8932
featured_part_08732,18,12,189.7341,189.5269
featured_part_08733,9,7,212.1299,211.8821
featured_part_08734,6,2,31.714,31.7054
featured_part_08736,12,9,102.9033,102.7652
featured_part_08737,10,5,101.8689,100.4874
featured_part_08738,13,8,19.3053,19.2699
featured_part_08739,8,6,29.0435,28.63
featured_part_08740,7,5,20.1151,19.4109
featured_part_08741,9,7,27.6643,27.6021
featured_part_08742,9,7,64.7752,62.8409
featured_part_08744,6,3,45.6438,45.5859
featured_part_08745,5,2,18.6138,18.599
featured_part_08746,2,1,48.732,46.4945
featured_part_08747,2,1,13.8633,13.7629
featured_part_08749,7,4,56.7953,55.8597
featured_part_08750,8,4,34.0503,33.9932
featured_part_08751,17,13,26.9307,26.3307
featured_part_08752,5,1,94.6024,93.3468
featured_part_08753,8,7,138.6318,132.1589
featured_part_08755,8,5,102.3394,100.561
featured_part_08756,6,5,38.5377,37.0695
featured_part_08757,4,2,17.8935,17.1594
featured_part_08758,15,3,81.4407,81.3498
featured_part_08759,14,8,60.9506,58.6536
featured_part_08760,7,5,14.0918,13.7032
featured_part_08761,24,14,78.0005,77.5381
featured_part_08762,6,4,15.4041,15.3616
featured_part_08763,10,7,127.7205,127.4606
featured_part_08764,8,5,11.0025,10.9532
featured_part_08766,2,1,10.527,10.5243
featured_part_08767,1,0,14.2156,14.2129
featured_part_08769,7,5,42.4567,41.9574
featured_part_08770,6,4,64.7142,63.505
featured_part_08771,12,4,97.6612,97.4085
featured_part_08772,7,6,44.9132,44.8152
featured_part_08773,3,2,12.2643,12.2475
featured_part_08774,16,9,35.3688,34.5103
featured_part_08775,6,4,19.5419,19.1956
featured_part_08776,6,1,254.6199,254.4799
featured_part_08777,7,4,51.8427,50.7173
featured_part_08778,26,21,49.4947,49.3911
featured_part_08779,11,5,35.166,35.1188
featured_part_08780,13,11,95.8008,95.643
featured_part_08783,8,6,19.4256,19.395
featured_part_08784,7,4,63.6434,62.8074
featured_part_08785,4,1,50.354,49.6925
featured_part_08786,7,2,66.9629,66.5746
featured_part_08787,21,14,36.1511,36.0271
featured_part_08788,10,2,49.1782,49.1605
featured_part_08790,4,3,9.6712,9.3571
featured_part_08791,6,2,33.9432,32.9998
featured_part_08792,4,1,21.4943,21.4758
featured_part_08793,26,21,11.3287,11.293
featured_part_08795,7,2,15.7683,15.7406
featured_part_08796,6,2,171.7422,171.6236
featured_part_08797,10,7,20.5879,20.3146
featured_part_08798,3,1,8.3821,8.3731
featured_part_08799,8,2,41.0701,40.9708
featured_part_08801,4,3,28.2853,27.7799
featured_part_08803,14,8,88.1637,85.5806
featured_part_08804,7,2,99.113,98.6629
featured_part_08805,10,5,49.0962,49.0093
featured_part_08806,3,2,8.7745,8.7697
featured_part_08807,21,13,48.6557,48.2962
featured_part_08808,14,10,68.5653,68.241
featured_part_08809,4,1,153.8234,153.6002
featured_part_08810,17,14,49.9954,47.9256
featured_part_08811,6,4,6.7664,6.7429
featured_part_08813,26,19,93.5234,90.5842
featured_part_08815,5,3,36.0272,35.9771
featured_part_08817,24,17,28.8441,28.7924
featured_part_08818,8,4,108.0285,107.9014
featured_part_08819,1,0,31.0694,31.0278
featured_part_08820,8,5,46.0153,44.1378
featured_part_08821,7,3,51.4999,51.4741
featured_part_08822,7,3,62.7089,61.5656
featured_part_08823,10,6,44.5858,44.5121
featured_part_08824,5,2,37.9286,37.868
featured_part_08825,13,10,53.4459,53.4123
featured_part_08826,9,6,40.7141,40.6662
featured_part_08827,10,3,31.5314,31.0324
featured_part_08828,35,28,175.7008,175.4192
featured_part_08829,10,6,21.812,21.7988
featured_part_08830,12,9,185.2623,183.1234
featured_part_08831,14,5,28.3932,27.7562
featured_part_08832,11,7,49.6648,49.641
featured_part_08834,6,3,102.7959,102.6621
featured_part_08835,7,3,47.4832,46.3064
featured_part_08837,8,3,11.5803,11.1954
featured_part_08838,7,2,111.6125,111.4183
featured_part_08839,10,7,51.6298,48.7637
featured_part_08840,4,1,26.8349,26.8163
featured_part_08841,3,1,29.5897,29.5461
featured_part_08842,5,4,84.9998,84.8964
featured_part_08843,13,9,59.2071,59.1143
featured_part_08844,3,2,15.8654,15.8603
featured_part_08845,3,1,19.6524,19.6341
featured_part_08846,17,9,106.808,104.9602
featured_part_08847,7,4,85.6582,84.0016
featured_part_08848,3,2,6.2072,6.1373
featured_part_08849,10,6,19.2497,19.0747
featured_part_08850,12,4,91.7876,91.7638
featured_part_08851,11,9,33.4052,33.3372
featured_part_08852,7,3,148.1533,147.9648
featured_part_08853,8,4,150.8419,147.1818
featured_part_08854,8,5,105.4788,103.7916
featured_part_08855,10,5,40.5588,40.3378
featured_part_08856,15,9,44.8994,43.9365
featured_part_08857,3,2,19.5938,19.5532
featured_part_08858,10,8,49.3983,48.7697
featured_part_08859,4,1,44.9593,44.9518
featured_part_08860,7,2,44.2938,44.283
featured_part_08861,9,7,54.7033,54.594
featured_part_08862,5,2,38.1881,38.1113
featured_part_08863,11,6,50.7379,49.9653
featured_part_08864,17,9,33.8342,33.757
featured_part_08865,9,1,33.529,33.5176
featured_part_08866,9,8,34.7442,33.357
featured_part_08867,6,1,87.3761,87.3144
featured_part_08868,6,1,40.7405,40.686
featured_part_08869,10,4,231.5085,229.9821
featured_part_08871,21,14,86.2663,83.9087
featured_part_08872,15,11,192.0281,191.8341
featured_part_08873,12,10,91.0118,90.8833
featured_part_08874,12,7,32.032,31.9574
featured_part_08875,4,2,40.641,40.54
featured_part_08876,10,7,67.1662,66.4053
featured_part_08877,1,0,24.5454,24.5426
featured_part_08878,1,0,10.2415,10.2397
featured_part_08879,33,26,71.739,71.6305
featured_part_08880,7,6,20.6323,20.5899
featured_part_08881,12,3,26.6425,26.5966
featured_part_08882,5,3,24.4374,24.3929
featured_part_08883,11,7,31.769,31.6377
featured_part_08884,4,3,92.1779,92.103
featured_part_08885,10,6,78.259,78.1887
featured_part_08886,10,2,133.0241,130.5418
featured_part_08887,10,6,67.4409,67.0281
featured_part_08888,6,3,36.7136,36.0791
featured_part_08889,23,16,112.0271,111.986
featured_part_08890,6,5,32.1948,31.5203
featured_part_08892,6,3,107.948,107.8763
featured_part_08893,2,1,15.5827,15.0647
featured_part_08894,9,6,105.8969,105.7786
featured_part_08895,2,0,10.6694,10.6673
featured_part_08896,5,1,100.3736,98.9442
featured_part_08897,5,2,11.0287,11.0212
featured_part_08898,6,5,34.4551,34.4217
featured_part_08899,11,9,40.2058,40.1143
featured_part_08900,24,14,112.2871,110.9561
featured_part_08901,2,0,38.4118,38.3516
featured_part_08902,6,3,46.4704,46.4037
featured_part_08904,6,4,79.3819,79.3139
featured_part_08905,5,2,4.6332,4.6217
featured_part_08906,10,8,34.8874,33.2951
featured_part_08908,6,4,15.6558,15.6271
featured_part_08910,9,5,232.1126,231.124
featured_part_08912,12,7,44.2345,44.1045
featured_part_08913,9,2,42.2487,42.1506
featured_part_08914,4,2,22.747,22.7417
featured_part_08915,4,2,31.9239,31.2046
featured_part_08917,6,4,50.8228,49.4957
featured_part_08918,8,6,119.0056,118.8159
featured_part_08919,4,2,18.3218,18.3047
featured_part_08920,15,10,30.9546,30.8797
featured_part_08921,10,6,141.6964,141.5287
featured_part_08922,13,3,45.3155,45.2108
featured_part_08923,13,7,84.8572,84.7156
featured_part_08924,13,8,18.4688,18.4391
featured_part_08925,6,4,93.9329,93.8237
featured_part_08926,4,2,38.5102,38.3936
featured_part_08927,6,2,74.9571,74.8795
featured_part_08928,6,3,48.8153,48.6632
featured_part_08930,7,3,63.4424,63.3004
featured_part_08931,5,2,45.4656,45.4552
featured_part_08932,8,2,61.5713,61.4987
featured_part_08933,3,1,25.8137,25.7552
featured_part_08934,4,2,22.6946,22.3094
featured_part_08937,11,8,25.9909,25.9288
featured_part_08938,8,6,20.9332,20.8824
featured_part_08939,11,7,34.3403,34.2825
featured_part_08940,21,16,112.9894,110.7268
featured_part_08941,14,7,212.4477,212.223
featured_part_08942,11,7,20.6253,20.6008
featured_part_08943,4,1,79.3704,79.3175
featured_part_08945,3,1,23.4396,23.4039
featured_part_08946,13,11,54.2636,54.2005
featured_part_08947,9,7,42.2146,40.4509
featured_part_08949,8,6,87.8921,86.4507
